customer_id,is_corrupted,error_types
C01650,1,inconsistent|outlier|semantic
C01651,0,
C01652,0,
C01653,0,
C01654,0,
C01655,0,
C01656,0,
C01657,0,
C01658,0,
C01659,0,
C01660,0,
C01661,0,
C01662,1,missing|semantic
C01663,0,
C01664,1,wrong_type
C01665,0,
C01666,0,
C01667,0,
C01668,0,
C01669,0,
C00089,1,duplicate
C01671,0,
C01672,0,
C01673,0,
C01674,1,format|inconsistent
C01675,0,
C01676,0,
C01677,0,
C01678,1,invalid
C01679,0,
C01680,0,
C01681,1,invalid|missing
C01682,0,
C01683,0,
C01684,0,
C01685,0,
C01686,0,
C01687,0,
C01688,0,
C01689,1,format|wrong_type
C01690,0,
C01691,0,
C01692,0,
C01693,0,
C01694,0,
C01695,0,
C01696,1,outlier
C01697,0,
C01698,0,
C01054,1,duplicate|inconsistent
C01700,1,semantic
C01701,0,
C01702,1,format
C01703,0,
C01704,0,
C01705,1,format|outlier
C01706,0,
C01707,0,
C01708,1,format|inconsistent|invalid
C01709,0,
C01710,0,
C01711,0,
C01712,1,format|inconsistent
C01713,1,wrong_type
C01714,1,missing
C01715,0,
C01716,0,
C01717,0,
C01718,0,
C01719,0,
C01720,0,
C01721,0,
C01722,0,
C01723,0,
C01724,0,
C01725,0,
C01726,0,
C01727,0,
C01728,0,
C01729,0,
C01730,0,
C01731,1,semantic
C01732,1,inconsistent|invalid
C01733,0,
C01734,0,
C01735,1,semantic
C01736,0,
C01737,1,inconsistent
C01738,1,missing
C01739,0,
C01740,0,
C01741,0,
C01742,0,
C01743,1,invalid
C01744,1,invalid
C01745,1,wrong_type
C01746,1,wrong_type
C01747,0,
C01748,0,
C01749,0,
C01750,0,
C01751,0,
C01752,0,
C01753,0,
C01754,0,
C01755,1,invalid
C01756,1,inconsistent
C01757,0,
C01758,1,missing
C01759,1,format|outlier
C01760,0,
C01761,1,semantic
C01762,1,inconsistent
C01763,1,duplicate
C01764,1,outlier
C01765,0,
C01766,0,
C01767,0,
C01768,1,missing
C01769,0,
C01770,0,
C01771,0,
C01772,0,
C01773,0,
C01774,0,
C01775,0,
C01776,0,
C01777,0,
C01778,1,outlier|wrong_type
C01779,0,
C01780,0,
C01781,1,invalid|semantic|wrong_type
C01782,1,inconsistent
C01783,1,invalid
C01784,1,missing
C01785,0,
C01786,0,
C01787,1,invalid|semantic
C01788,0,
C01789,0,
C01790,1,missing
CUST_999,1,format|missing
C01792,0,
C01793,0,
C01794,0,
C01795,0,
C01796,0,
C01797,1,format|inconsistent|outlier
C01798,1,wrong_type
C01799,0,
C01800,0,
C01801,1,format|inconsistent|missing
C01802,0,
C01803,1,outlier
C01804,0,
C01805,0,
C01806,0,
C01807,0,
C01808,0,
C01809,0,
C01810,1,format|wrong_type
C01811,0,
C01812,1,duplicate
C01813,1,missing|semantic
C01814,0,
C01815,0,
C01816,1,missing|semantic
C01817,0,
C01818,0,
C01819,1,missing|wrong_type
C01820,0,
C01821,0,
C01822,0,
C01823,0,
C01824,0,
C01825,0,
C01826,0,
C01827,0,
C01828,1,missing
C01829,1,missing|wrong_type
C01830,0,
C01831,0,
C01832,0,
C01833,0,
C01834,0,
C01835,0,
C01836,0,
C01837,1,missing|outlier
C01838,0,
C01839,1,outlier|wrong_type
C01840,0,
C01841,1,outlier
C01842,1,outlier
C01843,1,duplicate
C01844,0,
C01845,0,
C01846,0,
C01847,0,
C01848,0,
C01849,0,
C01850,0,
C01851,0,
C01852,0,
C01853,1,missing
C01854,1,invalid
C01855,0,
C01856,0,
C01857,0,
C01858,0,
C01859,1,invalid
C01860,0,
C01861,0,
C01862,1,invalid|missing
C01863,0,
C01864,1,semantic
C01865,0,
C01866,0,
C01867,0,
C01868,0,
C01869,0,
C01870,0,
C01871,0,
C01872,0,
C01873,0,
C01874,0,
C01875,0,
C01876,1,missing|semantic|wrong_type
C01877,0,
C01878,0,
C01879,1,semantic
C01880,0,
C01881,0,
C01882,0,
C01883,0,
C01884,0,
C01885,0,
C01886,0,
C01887,1,wrong_type
C01888,0,
C01889,1,format
C01890,0,
C01891,0,
C01892,0,
C01893,1,format|semantic
C01894,0,
C01895,0,
C01896,1,format
C01897,0,
C01898,1,invalid
C01899,0,
C01900,0,
C01901,0,
C01902,0,
C01903,0,
C01904,0,
C01905,1,inconsistent
C01906,0,
C01907,1,outlier
C01908,0,
C01909,1,duplicate|wrong_type
C01910,0,
C01911,0,
C01912,0,
C01913,0,
C01914,0,
C01915,1,missing
C01916,1,invalid
C01917,0,
C01918,0,
C01919,1,semantic
C01920,0,
C01921,0,
C01922,1,outlier|wrong_type
C01923,0,
C01924,1,outlier|semantic
C01925,0,
C01926,0,
C01927,0,
C01928,0,
C01929,0,
C01930,0,
C01931,0,
C01932,0,
C01933,0,
C01934,1,format
C01935,0,
C01936,0,
C01937,1,outlier|semantic
C01938,0,
C01939,0,
C01940,1,wrong_type
C01941,0,
C01942,0,
C01943,0,
C01944,0,
C01945,1,invalid
C01946,0,
C01947,1,outlier
C01948,0,
C01949,0,
C01950,1,missing|wrong_type
C01951,0,
C01952,0,
C01953,0,
C01954,0,
C01955,1,invalid|outlier|wrong_type
C01956,0,
C01957,0,
C01958,1,format|missing
C01959,0,
C-001,1,format
C01961,1,duplicate
C01962,0,
C01963,0,
C01964,1,missing
C01965,1,invalid
C01966,0,
C01967,0,
C01968,0,
C01969,0,
C01970,0,
C01971,1,invalid
C01972,0,
C01973,0,
ABC123,1,format|wrong_type
C01975,0,
C01976,0,
C01977,0,
C01978,0,
C01979,0,
C01980,0,
C01981,0,
C01982,0,
C01983,0,
C01984,0,
C01985,0,
C01986,0,
C01987,0,
C01988,0,
C01989,0,
C01990,0,
C01991,0,
C01992,0,
C01993,1,semantic
C01994,0,
CUST_999,1,format|inconsistent
C01996,1,invalid|outlier
C01997,0,
C01998,1,duplicate
C01999,0,
C02000,1,format|inconsistent|invalid
